id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27903998,The Nomad Pad ::Less than 10 minutes to downtown::,63442962,Cameron And Morgan,28803,35.55486,-82.48546,Entire home/apt,70,1,148,1/3/2021,4.93,1,179
27906707,Charming Asheville Basement Apartment,183106225,Devon,28803,35.54735,-82.51187,Entire home/apt,80,2,73,2/14/2021,2.41,1,246
27927441,Green Retreat,32651476,Tom,28805,35.62197,-82.47709,Private room,90,2,53,12/13/2020,1.76,4,342
27931927,A Jaunt to Biltmore Village from a Forest Retreat,62391763,Mick,28803,35.56537,-82.51756,Entire home/apt,137,1,156,2/7/2021,5.19,1,77
27933446,Monthly downtown condo w/ dedicated parking spot,185747825,Eva,28801,35.59943,-82.55571,Entire home/apt,74,30,3,5/9/2020,0.12,1,277
27977831,Cozy Couple’s Getaway - Montford,13354770,Julee,28801,35.60487,-82.57216,Entire home/apt,90,2,120,1/31/2021,3.99,1,164
28001246,Prime S. Asheville Loc. - Hiker/Mtn. Biker Haven!,21265399,Allison,28704,35.46643,-82.5746,Private room,42,1,31,10/26/2020,1.03,2,0
28001503,Tranquil Home close to Downtown & West Asheville,142497520,Kristina,28806,35.57314,-82.64605,Entire home/apt,132,2,57,1/2/2021,1.9,1,365
28003776,Beautifully restored Historic home,211359508,Jennifer,28801,35.60834,-82.54625,Private room,116,1,86,1/23/2021,2.87,1,29
28042422,Mile North Urban Suite,23166224,Lindsay,28801,35.60901,-82.55462,Entire home/apt,115,2,110,2/7/2021,3.74,2,335
28053434,The Snookstream~Glamping in the woods of Asheville,37996476,Aaron,28805,35.62289,-82.48232,Entire home/apt,63,2,51,11/1/2020,1.77,5,0
28072155,"Asheville, family of 6, playroom,deck, park,hiking",175474451,Jeanne,28806,35.51034,-82.61195,Entire home/apt,250,4,3,7/7/2019,0.11,2,188
28097447,Private King Studio with Hot Tub on Wooded Acre,2237746,Annie & Thomas,28805,35.59903,-82.50601,Private room,101,1,238,2/16/2021,7.92,1,96
28098420,Sunny Oasis Pocket Studio Apt - walk to Downtown,161880781,Renn,28801,35.60172,-82.55592,Entire home/apt,104,30,10,12/29/2020,0.62,1,179
28109091,Something Blue - 2 Bedroom Close to Downtown,41462506,Michelle,28803,35.55523,-82.50215,Entire home/apt,128,2,111,2/14/2021,3.7,2,257
28127559,"Elegant, Spacious Private Suite, 2mi from Downtown",212458724,Drew,28805,35.5859,-82.53803,Entire home/apt,99,1,142,2/7/2021,4.95,1,23
28133323,Asheville Mountain Serendipity-close to downtown,212442161,Anne,28804,35.61003,-82.54027,Private room,127,2,37,7/5/2020,1.31,1,17
28142713,Natural Homestay in Downtown Asheville,1675743,V,28801,35.58468,-82.55086,Private room,39,1,105,2/4/2021,3.5,3,9
28148160,Charming Home in Heart of West Asheville,212612107,Merina,28806,35.57737,-82.58462,Private room,97,1,67,1/3/2021,2.26,2,108
28149961,"Private Home w/Hot Tub, 13 Miles to Dtwn Asheville",151397468,Evolve Vacation Rental,28704,35.47435,-82.50341,Entire home/apt,332,2,45,1/10/2021,1.56,19,328
28156491,2 Cranes Getaway,2588066,Dan,28803,35.58037,-82.54739,Private room,68,2,45,11/1/2020,1.51,1,0
28202866,Treehouse setting babbling brook 5 min to downtown,186768329,Emily,28804,35.61578,-82.53795,Entire home/apt,115,2,41,1/19/2020,1.4,1,138
28216632,Sweet Hideaway Suite,213123388,Leigh,28803,35.55335,-82.50741,Entire home/apt,79,2,62,2/14/2021,2.13,1,100
28216747,"LOCAL TOUCHES Heart of West Avl, Close to Downtown",125822378,John,28806,35.57632,-82.57456,Entire home/apt,89,1,129,2/15/2021,4.4,1,161
28245965,Downtown Artist Loft for Five,2307713,Krista,28801,35.59477,-82.55367,Entire home/apt,243,1,10,12/19/2020,0.35,3,271
28286510,Tiny Red Hideaway w/ mnt views (near PKWY & Dtown),200915871,Celeste And Chris,28804,35.65103,-82.52669,Entire home/apt,78,2,101,2/7/2021,3.42,5,339
28289096,Paint my mailbox blue.,3014098,Bill,28806,35.62502,-82.62859,Private room,39,1,118,3/8/2020,4.29,1,78
28335156,"Historic Bungalow in Montford, Asheville",205522452,Black Bear,28801,35.59896,-82.56041,Entire home/apt,125,21,7,12/21/2020,0.25,1,105
28385457,Secluded Mountain Views In Asheville,41860840,Richard,28803,35.48547,-82.51132,Entire home/apt,162,3,57,2/8/2021,1.96,1,158
28389480,Baying Hound Campground - Entire Campground,151279507,Bobby And Amanda,28806,35.61172,-82.60371,Entire home/apt,300,1,1,10/20/2019,0.06,16,171
28426037,"10 min to dwntwn AVL, super cozy 1930s bungalow",94069776,Luis & Isabel,28804,35.64954,-82.58265,Entire home/apt,94,1,103,2/4/2021,4.36,2,240
28430910,SPECIAL Get 4th free  3 night rental Jan-Feb!,53922056,Katherine,28805,35.60192,-82.5334,Entire home/apt,102,3,10,1/31/2021,2.07,4,349
28438011,Rustic-Chic Hideaway with Mountain Views,72193612,Rob,28801,35.59451,-82.54143,Entire home/apt,199,2,108,2/14/2021,3.72,5,79
28453860,Mountain Magic Asheville Home(Mountains &downtown),153231263,John,28803,35.52471,-82.47441,Entire home/apt,182,2,54,1/18/2021,1.84,1,175
28466957,Asheville - Hiker/Biker Retreat in Bent Creek,192774336,Nick,28806,35.5026,-82.60507,Entire home/apt,46,2,190,2/18/2021,6.48,1,103
28467897,Asheville - Private Mountain Guest Suite,9008726,Elisabeth,28803,35.55955,-82.50713,Private room,145,1,49,11/15/2020,1.67,1,16
28478646,Asheville Tiny Home,16359857,Anna,28804,35.63752,-82.53081,Entire home/apt,113,30,9,12/31/2020,0.35,2,286
28481477,Garden Room  in Heart of West Asheville,212612107,Merina,28806,35.57792,-82.58646,Private room,97,1,62,10/11/2020,2.15,2,77
28537358,Stay in Historic Montford. Steps to downtown.,148555215,Chris,28801,35.60125,-82.56233,Private room,90,2,16,3/15/2020,0.69,1,18
28544931,CozyAirSuite,215436706,Susie And Bobby,28803,35.53356,-82.48416,Entire home/apt,93,2,59,2/15/2021,2.03,1,365
28566916,yoga hOMe retreat,151320027,Deirdre,28806,35.60191,-82.61019,Entire home/apt,146,2,46,2/14/2021,2.78,1,84
28584499,Quiet Backyard Apartment,23697772,Nell,28803,35.56121,-82.50522,Entire home/apt,75,30,8,12/1/2020,0.29,1,0
28607789,Biltmore South Retreat,215908393,Dean,28803,35.55205,-82.53355,Entire home/apt,40,30,2,6/30/2019,0.07,1,0
28608801,Modern Gem -  Peaceful Quiet Getaway,89847496,Douglas,28805,35.59705,-82.47669,Entire home/apt,146,3,84,1/2/2021,2.91,1,128
28610923,HeirloomHeArt - 10 Miles from Downtown Asheville,48725935,Cindy,28715,35.56754,-82.66459,Entire home/apt,79,1,64,2/23/2020,2.24,1,0
28665091,Budget Friendly & Spacious South Asheville Apt,18058751,Emily,28704,35.47309,-82.49844,Entire home/apt,99,1,75,12/13/2020,2.63,1,0
28674119,Jennie's Bed and Breakfast,216346256,Jennie,28805,35.59842,-82.50263,Private room,99,2,17,10/25/2020,0.59,1,4
28712523,Downtown Asheville Condo - right in the heart of things.,62303172,Bruce,28801,35.59255,-82.55669,Entire home/apt,206,2,86,1/17/2021,3.21,1,303
28758757,The Grovenest,18919617,Bruce & Tricia,28804,35.62764,-82.53379,Entire home/apt,199,2,52,2/7/2021,1.81,1,28
28777663,ShovelheadExpress,217059764,Mark,28803,35.52812,-82.51609,Entire home/apt,60,2,48,2/5/2021,1.66,1,292
28804277,Private Oasis in downtown Asheville!,72193612,Rob,28801,35.59483,-82.54652,Entire home/apt,139,2,109,2/13/2021,3.75,5,63
28838800,The River House 14 min to DT Sleeps 10 Hot Tub,181316638,Becky,28805,35.6039,-82.47118,Entire home/apt,226,2,142,2/14/2021,6.13,6,324
28863803,Cedar Springs Farm Campsite- bring your own tent,167473,Kelly,28806,35.58744,-82.63868,Entire home/apt,25,2,5,6/9/2019,0.17,3,51
28865830,CHIC MOUNTAIN FOREST GETAWAY - 4 bdrms,33151095,Tiff,28803,35.51663,-82.47932,Entire home/apt,259,1,66,2/1/2021,2.82,6,275
28870812,Ashevilla Biltmore,26609357,Shelly,28803,35.56303,-82.53918,Entire home/apt,100,28,0,,,2,176
28871245,Stuck in the Middle south Asheville near airport,217672669,Jennifer,28732,35.44134,-82.51217,Entire home/apt,130,3,54,2/15/2021,1.93,1,13
28927010,Cozy Cottage Near Town,123511498,Chad,28806,35.58875,-82.62338,Entire home/apt,114,4,73,12/30/2020,2.53,1,78
28942385,❤APARTMENT STYLISH/FREE BREAKFAST &AVL10MINS !,124552737,Veronica & Ronald,28806,35.58431,-82.6334,Entire home/apt,130,1,57,2/16/2020,1.97,1,290
28952959,Newly Built Quintessential  Modern River Home,218238008,Bernie,28803,35.56695,-82.56672,Entire home/apt,750,30,9,5/19/2019,0.32,1,89
28960407,Gorgeous Mountain views! Your Asheville Escape!,29763476,Valerie,28804,35.6507,-82.54538,Entire home/apt,222,3,74,1/30/2021,2.65,1,153
28986868,Retro Apartment- Trailer  5 min to Downtown Ash,176087087,Danny,28806,35.59779,-82.6217,Entire home/apt,74,1,111,2/14/2021,3.85,3,225
29003338,"Mtn. Views, Hot Tub, 10 min. to DT and Biltmore H.",161304476,Jim & Barbara,28803,35.55289,-82.46311,Entire home/apt,247,2,99,2/14/2021,3.6,1,253
29003818,Grazin' Goats,159599330,Cynthia,28806,35.58399,-82.66336,Private room,57,2,22,10/23/2020,0.9,2,365
29026930,Walkable West Asheville,6997230,John,28806,35.57275,-82.57758,Entire home/apt,97,1,178,1/31/2021,6.39,2,143
29033893,Asheville La Casa Apartment on Hip Haywood,218778840,Stephanie,28806,35.57981,-82.59633,Entire home/apt,78,2,64,1/24/2021,2.23,1,356
29052301,Five Stars in Five Points,218933862,Bronwen,28801,35.60575,-82.55683,Entire home/apt,109,2,80,12/28/2020,2.82,1,180
29071034,Here For The Mtn View (One Bedroom Plus),4153533,Robbie,28804,35.62434,-82.52952,Entire home/apt,111,2,130,2/15/2021,4.56,2,14
29073142,"1 Mile To Downtown Asheville, Farm Fresh Breakfast",34480852,Valerie,28804,35.61685,-82.55731,Entire home/apt,72,1,181,2/17/2021,6.34,1,224
29098489,Blue Ridge Parkway Treehouse,27896745,Dixiemarree,28704,35.48705,-82.59435,Entire home/apt,116,2,112,2/4/2021,3.95,1,209
29125407,Modern Biltmore Village Guest Suite,4907157,Heather & Mark,28803,35.56399,-82.54158,Entire home/apt,93,2,305,2/13/2021,10.64,1,68
29148062,Bearview Cabin minutes from Parkway and Downtown,219636710,Carol,28803,35.54752,-82.49443,Entire home/apt,79,2,102,2/14/2021,3.59,1,159
29180843,Modern & Cozy Home with Mountain Views,102127332,Julia,28806,35.51971,-82.59718,Entire home/apt,75,3,60,1/17/2021,2.09,3,353
29187033,Cozy Cruise Inn,102127332,Julia,28806,35.51917,-82.59821,Entire home/apt,115,3,25,1/2/2021,1.03,3,179
29187153,Biltmore Village Hideaway,134903005,Carolina Mornings,28803,35.56482,-82.54194,Entire home/apt,243,1,7,9/28/2020,0.32,18,291
29204619,The Owl's Nest Studio Apt. North Asheville,186982714,Ann,28804,35.65188,-82.57349,Entire home/apt,79,1,261,2/14/2021,9.81,1,0
29208295,Studio Apartment in West Asheville Private Home,38120548,M,28806,35.52491,-82.61284,Private room,56,2,168,2/14/2021,5.87,1,362
29213270,Sunset Peaks,134903005,Carolina Mornings,28803,35.49028,-82.51166,Entire home/apt,291,1,3,1/17/2020,0.14,18,183
29228806,Mountain Modern Home-Away-From-Home (North AVL),58459693,Angie,28804,35.63467,-82.53424,Entire home/apt,71,3,65,2/8/2021,3.49,1,166
29231942,Eastern Sky,134903005,Carolina Mornings,28805,35.5995,-82.48294,Entire home/apt,99,1,10,1/19/2021,0.47,18,284
29301481,Vista View Lodge,134903005,Carolina Mornings,28803,35.48763,-82.50743,Entire home/apt,1186,1,3,1/4/2021,0.16,18,277
29358894,Black Oak,134903005,Carolina Mornings,28804,35.65356,-82.53096,Entire home/apt,385,1,5,1/18/2021,0.2,18,177
29415555,Rufus’ Retreat,29565491,Emma,28804,35.62946,-82.57633,Entire home/apt,95,1,222,2/7/2021,7.84,2,327
29476766,Spacious Getaway close to Biltmore and Beer,45224594,Lisa,28732,35.47252,-82.48306,Entire home/apt,99,2,0,,,2,349
29482441,Deer Run,134903005,Carolina Mornings,28806,35.59548,-82.65634,Entire home/apt,132,1,3,2/23/2020,0.16,18,302
29482634,Red Barn,134903005,Carolina Mornings,28806,35.59558,-82.65603,Entire home/apt,119,1,3,8/9/2020,0.14,18,309
29488398,Welcoming West-Side Retreat,222093025,Demetria,28806,35.58407,-82.59728,Entire home/apt,85,1,122,2/9/2021,4.32,1,0
29491343,Your Asheville Adventure Base,26002506,Michelle,28804,35.62926,-82.59892,Entire home/apt,95,2,76,2/16/2021,3,3,118
29495159,"A house in West Asheville, private and walkable",189842536,Zhenya,28806,35.58723,-82.60295,Entire home/apt,200,2,40,2/14/2021,1.43,1,10
29510985,Moonlight Ridge,134903005,Carolina Mornings,28805,35.6363,-82.47938,Entire home/apt,274,1,9,1/20/2021,0.38,18,199
29535877,Lucy the Vintage Trailer,24620021,Emily,28704,35.47355,-82.49383,Private room,49,2,109,11/19/2020,4.74,2,0
29587963,Happy Place Haven - Beautiful New Home w/ Firepit,1918120,Dean And Stacey,28806,35.63743,-82.63344,Entire home/apt,179,1,85,2/7/2021,3.04,1,0
29633339,Perfect Base Camp with all you need!,26302902,Laurel,28805,35.59014,-82.49566,Entire home/apt,72,30,2,1/10/2020,0.14,2,201
29634104,Daylily Delight- Camper on a farm close to town,167473,Kelly,28806,35.58731,-82.63697,Entire home/apt,74,2,33,1/16/2021,1.2,3,358
29657686,Asheville treasure ~ Private apartment,8459564,Rebecca,28804,35.62704,-82.56548,Private room,144,2,22,2/14/2021,0.8,1,84
29659193,Shelly's Place- walk to Biltmore Village,26609357,Shelly,28803,35.5639,-82.54097,Entire home/apt,135,2,97,1/31/2021,3.59,2,354
29663310,Storybrooke Place,134903005,Carolina Mornings,28704,35.468,-82.50311,Entire home/apt,736,1,1,8/18/2019,0.05,18,151
29674621,Historic River Arts District Home,20423431,Gordana,28801,35.59043,-82.56269,Entire home/apt,155,2,130,2/14/2021,5.21,1,224
29678853,Walk to downtown Asheville from this chic studio!,10643735,Carol,28801,35.59904,-82.56131,Entire home/apt,65,28,3,11/22/2020,0.37,2,108
29680084,The Robin's Nest secluded garden retreat.,238296,Leanna,28806,35.61879,-82.58318,Private room,65,1,32,3/9/2020,1.36,1,311
29732553,Mountain views close to everything in Asheville!,108148421,Kate,28803,35.52907,-82.49205,Entire home/apt,463,2,100,1/17/2021,3.71,1,192
29791163,Modern Round House - Mtn Views - 2 Miles to DT AVL,4153533,Robbie,28804,35.62542,-82.52985,Entire home/apt,328,2,8,1/1/2020,0.3,2,68
29793507,"*Upstream Bachelorette*  Brand New, Amazing Views.",108739712,Jay,28806,35.56907,-82.56633,Entire home/apt,430,2,43,12/5/2020,2.07,4,241
29845843,Modern Mountain View w/hot tub*,238793019,Jennifer,28806,35.61336,-82.64849,Entire home/apt,328,3,25,2/14/2021,1.03,1,242
29852630,Magnolia Mountain,134903005,Carolina Mornings,28804,35.63697,-82.49405,Entire home/apt,445,1,6,8/30/2020,0.27,18,256
29852695,Rose Hill Country Cottage,134903005,Carolina Mornings,28803,35.53873,-82.48018,Entire home/apt,105,1,8,8/11/2019,0.31,18,305
29871451,The Daily Condo 201 at 120 College Street,176979085,Karen,28801,35.59602,-82.55061,Entire home/apt,157,2,99,1/24/2021,3.58,5,355
29885976,The Gazette Condo 200 at 120 College Street,176979085,Karen,28801,35.59589,-82.55054,Entire home/apt,201,2,94,2/8/2021,3.39,5,312
29886393,The News Condo 202 at 120 College Street,176979085,Karen,28801,35.59602,-82.55061,Entire home/apt,157,2,91,2/15/2021,3.29,5,359
29895223,Crows Nest 2.0,224796981,Justin,28801,35.59268,-82.54326,Private room,189,2,23,11/28/2020,0.83,1,306
29902436,Fresh and Modern Asheville Shipping Container Home,41462506,Michelle,28803,35.55527,-82.50232,Entire home/apt,109,1,230,2/13/2021,8.36,2,258
29928828,"Charming 3BR, 6 Bed Haven | 10 Min to Downtown",67969363,Jon And Emily,28803,35.55495,-82.47737,Entire home/apt,121,2,105,2/14/2021,3.88,5,333
30008468,WEST Asheville Bungalow,1826173,Meg,28806,35.57483,-82.57719,Entire home/apt,100,30,5,12/7/2020,0.25,2,0
30020759,"Heart of Asheville: RAD, West Asheville & Downtown",9462156,Kathleen,28801,35.58265,-82.56156,Entire home/apt,67,2,217,2/16/2021,7.96,2,311
30043315,West AVL & River Arts Oasis - Private & Walkable,8427380,Samantha,28806,35.58467,-82.5696,Entire home/apt,92,1,148,2/15/2021,5.61,1,204
30050870,The Hill on Lexington Market,33042122,John,28801,35.59848,-82.55506,Entire home/apt,122,2,123,10/26/2020,4.71,2,0
30067056,"12 MINS TO DOWNTOWN, 14 MINS TO BILTMORE- Fire Pit",122413130,Camille,28803,35.52388,-82.48827,Entire home/apt,450,3,35,1/18/2021,1.38,2,336
30069015,Boho Bungalow in walkable West Asheville,1413856,Ryan & Leah,28806,35.5764,-82.60048,Entire home/apt,91,2,175,1/31/2021,6.65,1,136
30085585,The Montford Jewel ☆ Blocks to Downtown Asheville,7759700,Betsy And Jake,28801,35.60156,-82.55976,Entire home/apt,204,2,44,7/5/2020,1.8,1,23
30103018,"10 MIN to DT, 15 MIN to Biltmore, Fire pit, Views!",122413130,Camille,28803,35.5436,-82.46541,Entire home/apt,525,3,42,12/13/2020,1.56,2,330
30126158,Bear Crossing—10 minutes to downtown,84572152,Diane,28805,35.62119,-82.50538,Entire home/apt,95,2,33,3/17/2020,1.23,1,79
30174581,"New Apartment, Biltmore Village",157205271,Teri,28803,35.56513,-82.54097,Entire home/apt,130,2,23,12/28/2020,1,1,0
30183789,"Rose Ranch Montford 1, central, sterile, secluded",156490057,Alicia,28801,35.60286,-82.57105,Private room,58,2,88,1/2/2021,3.31,2,80
30200015,Charming Asheville Cottage Minutes to Downtown,122835032,Chuck,28803,35.54305,-82.47641,Entire home/apt,180,3,14,10/11/2020,0.53,1,140
30232435,Luxury Downtown Asheville Loft,140094277,Pete,28801,35.59566,-82.55302,Entire home/apt,613,2,33,1/17/2021,1.93,1,323
30247995,Private and wooded! Minutes to Downtown Asheville!,110864318,Aimee,28806,35.54427,-82.60001,Private room,76,2,105,2/15/2021,4.01,1,354
30340307,Ripple,227819882,James,28805,35.58503,-82.53654,Entire home/apt,119,1,88,1/24/2021,3.53,1,0
30427496,Cheaper than a downtown hotel,225968158,Sheree,28801,35.57917,-82.55644,Entire home/apt,195,30,72,3/15/2020,2.73,1,89
30467126,Asheville Mile North Urban Suite 1.0,23166224,Lindsay,28801,35.60904,-82.55463,Entire home/apt,98,2,76,2/7/2021,2.94,2,334
30468056,Friendly Hollow Haven,228746607,Anna,28806,35.57873,-82.61831,Entire home/apt,55,3,56,1/18/2021,2.18,1,77
30509573,Sunny Historic Urban Retreat Easy Stroll Downtown w/ Parking,6074062,Melissa,28801,35.60332,-82.55676,Entire home/apt,149,1,119,2/14/2021,4.48,5,269
30528834,"Close to Everything! RAD, Downtown & West Avl",9462156,Kathleen,28801,35.58345,-82.56134,Entire home/apt,90,2,33,11/30/2020,1.23,2,0
30530457,"Chic, stylish luxury in the middle of downtown fun",28629826,Ricardo,28801,35.59229,-82.55591,Entire home/apt,204,2,44,1/5/2021,1.64,2,354
30558665,Asheville Yoga Training? Here's your spot!,2285909,Gretchen,28801,35.60554,-82.55124,Private room,99,1,7,3/10/2020,0.27,3,322
30565966,"Lazy Bear Lodge - 12 mins DT AVL, Firepit, Dogs",722034,Darlene And Ron,28806,35.50327,-82.61668,Entire home/apt,319,2,42,2/15/2021,1.61,10,313
30654481,Touch of Grateful! Cozy comfort! You will get by!,50052819,Ron,28732,35.44403,-82.50237,Entire home/apt,80,2,56,11/21/2020,2.13,1,357
30686620,Local Asheville Getaway w/ a Gorgeous View!,189417559,Bethany,28803,35.55626,-82.50089,Entire home/apt,65,2,161,2/17/2021,6.06,1,242
30726583,Explore Asheville from a Radiant Carriage House,229986234,Jenni,28704,35.4547,-82.49737,Entire home/apt,72,2,208,2/16/2021,7.84,2,263
30766159,MountainTop Escape,230209704,Zoe,28803,35.50406,-82.48534,Entire home/apt,975,3,18,12/20/2020,0.82,1,259
30853857,Blue Ridge Retreat,30784787,Emily,28806,35.58474,-82.59903,Entire home/apt,85,2,120,2/9/2021,4.69,1,210
30913262,Bears' Den on Buffalo Mtn,67834194,Nana,28805,35.63197,-82.46518,Entire home/apt,85,1,101,2/18/2021,4.21,1,131
30998167,Heart of Asheville,134903005,Carolina Mornings,28801,35.59489,-82.55348,Entire home/apt,300,1,8,3/15/2020,0.35,18,298
31018757,Pink House on Floyd,105838974,Leland,28803,35.55027,-82.50415,Entire home/apt,175,2,103,1/27/2021,3.96,4,158
31071936,Bonus Amenities Will  Please 5 Minutes to Downtown,72663636,Gordon & Kimberly,28801,35.60884,-82.5597,Entire home/apt,74,2,44,1/31/2021,1.73,2,31
31087353,Modern Condo in the Heart of Downtown Asheville,75750895,John,28801,35.59556,-82.55232,Entire home/apt,197,2,153,2/14/2021,6.39,1,231
31089456,Mountain Air King size bed Nice & Quiet,232285385,Olga,28806,35.61449,-82.64973,Private room,89,1,20,11/29/2020,0.93,1,179
31125860,Rose Hill Cottage,34542878,Richard,28803,35.55094,-82.48318,Entire home/apt,60,2,10,7/15/2019,0.41,2,0
31142872,West Asheville Home with Downtown Views,88802284,Kelly,28806,35.58955,-82.58347,Entire home/apt,103,2,94,12/20/2020,3.83,1,1
31186872,Moonrise Motel - Walk to Downtown AVL + River Arts,170251520,Mel,28801,35.59066,-82.56795,Entire home/apt,108,3,65,1/25/2021,3.12,1,70
31194218,Historic Urban Getaway Stroll Downtown w/ Parking,6074062,Melissa,28801,35.60325,-82.55682,Entire home/apt,154,1,74,2/16/2021,2.88,5,266
31208516,"Rose Ranch Montford 2, central, sterile, secluded",156490057,Alicia,28801,35.60299,-82.57122,Private room,62,2,76,1/2/2021,3.08,2,89
31210664,Copperglow Suite,229157755,John,28804,35.62693,-82.55623,Entire home/apt,96,1,162,2/7/2021,6.28,1,66
31218004,Walkable Downtown Dugout,26499443,Devon,28801,35.58461,-82.55077,Private room,81,2,175,1/10/2021,6.77,1,143
31219623,Rustic Cabin located near Downtown Asheville,233498433,Reese,28806,35.61344,-82.61716,Entire home/apt,250,2,44,2/16/2021,1.88,2,220
31241544,Cottage Under the Blue Ridge,233729575,Becky,28805,35.60588,-82.48704,Entire home/apt,125,2,177,2/18/2021,6.91,1,139
31242607,"Cane Creek house, close to Asheville.",233743672,Liz,28732,35.43505,-82.49833,Entire home/apt,164,2,60,2/15/2021,2.32,1,103
31260007,"New, Contemporary South Slope Townhome with Private Elevator and Rooftop Terrace",167186184,Towns,28801,35.58646,-82.55283,Entire home/apt,224,1,73,12/9/2020,2.93,73,306
31260089,Almost Heaven Cabin-Asheville,62122218,Wende,28805,35.6547,-82.48016,Entire home/apt,214,3,37,2/7/2021,2.27,1,190
31264528,"Cozy Get Away: West Asheville
2 MI to downtown",203135725,Donald,28806,35.57046,-82.5729,Private room,62,2,65,1/3/2021,3.36,1,0
31267687,New luxury in the heart of downtown,167186184,Towns,28801,35.59167,-82.556,Entire home/apt,124,1,72,2/4/2021,2.85,73,350
31315518,"New, Luxury Condo in Downtown Asheville Condotel Unit #307",167186184,Towns,28801,35.59282,-82.55753,Entire home/apt,252,1,35,12/28/2020,1.41,73,310
31318558,"New, Luxury Condo in Downtown Asheville Condotel Unit #500",167186184,Towns,28801,35.59343,-82.55714,Entire home/apt,124,1,53,1/21/2021,2.13,73,0
31318559,"New, Luxury Condo in Downtown Asheville Condotel Unit #504",167186184,Towns,28801,35.59142,-82.55563,Entire home/apt,191,1,37,2/1/2021,1.46,73,355
31318560,"New, Luxury Condo in Downtown Asheville Condotel~45 Asheland Ave. Unit #305",167186184,Towns,28801,35.59161,-82.55633,Entire home/apt,145,1,58,1/1/2021,2.46,73,349
31318561,"New, Luxury Condo in Downtown Asheville Condotel~45 Asheland Ave. Unit #505",167186184,Towns,28801,35.59286,-82.55706,Entire home/apt,191,1,53,1/29/2021,2.2,73,328
31318562,"New, Luxury Condo in Downtown Asheville Condotel~45 Asheland Ave. Unit #406",167186184,Towns,28801,35.59164,-82.55777,Entire home/apt,191,1,35,1/1/2021,1.38,73,313
31318563,"Views, Downtown Asheville, New Luxury Condo!",167186184,Towns,28801,35.59288,-82.55785,Entire home/apt,191,1,59,1/18/2021,2.44,73,365
31318564,"New, Luxury Condo in Downtown Asheville Condotel Unit #407",167186184,Towns,28801,35.59328,-82.5573,Entire home/apt,252,1,44,1/24/2021,1.85,73,335
31318566,"New, Luxury Condo in Downtown Asheville Condotel Unit #507",167186184,Towns,28801,35.5932,-82.55573,Entire home/apt,252,1,52,12/31/2020,2.11,73,279
31321220,"New, Luxury Condo in Downtown Asheville Condotel Unit #403",167186184,Towns,28801,35.59187,-82.55774,Entire home/apt,148,1,25,11/23/2020,1.02,73,360
31327477,Biltmore and Downtown! Ask for Monthly Discount!,25041828,Sarah,28803,35.56622,-82.52275,Entire home/apt,104,2,17,1/10/2021,0.67,4,176
31337044,Newly renovated apartment with private entrance,234441008,Angela,28805,35.58141,-82.49794,Entire home/apt,105,2,26,1/31/2021,1.53,1,149
31378714,Mountainside Guest In-Law Suite Near Downtown,14757634,Lauren,28805,35.59053,-82.52545,Entire home/apt,155,1,69,2/14/2021,2.72,1,89
31380330,Cate's Cottage,80338717,Cate,28801,35.60447,-82.56386,Entire home/apt,175,30,6,1/16/2021,0.24,1,171
31405221,West Asheville Retreat,232816040,Charles,28806,35.53251,-82.63125,Private room,145,1,10,10/20/2020,0.54,1,328
31407515,"Downtown Asheville Bright, Serene Cottage",178317608,Carly,28801,35.59791,-82.55826,Entire home/apt,180,2,180,2/12/2021,7.06,2,300
31411427,A Mile to Biltmore and Downtown!!!,25041828,Sarah,28803,35.54602,-82.54054,Entire home/apt,188,2,75,2/15/2021,3.01,4,172
31411568,Downtown•Modern•Cumberland Cottage•Kitchen•Sleep 6,178317608,Carly,28801,35.59808,-82.55833,Entire home/apt,190,2,159,2/14/2021,6.33,2,223
31412550,Centrally Located to Biltmore and Downtown!!,25041828,Sarah,28803,35.5484,-82.54291,Entire home/apt,188,2,99,2/15/2021,3.87,4,180
31412553,"The Pulse Asheville
Fantastic downtown location",124981316,Lennox,28801,35.59719,-82.55391,Entire home/apt,221,2,7,2/14/2021,2.19,1,355
31414815,Exceptional Location in the Heart of Downtown AVL,2474914,Terri & Carl,28801,35.59164,-82.55304,Entire home/apt,325,2,21,12/22/2020,0.89,1,231
31460257,Admire Local Art at a Boutique Studio Perched on a Hill,3039969,Traci,28804,35.62726,-82.54192,Entire home/apt,90,1,260,2/15/2021,10.94,1,224
31470914,Spacious home with 2 Master Suites & More,235764653,Havilah,28803,35.55538,-82.5284,Entire home/apt,402,2,51,12/31/2020,2,1,255
31493518,Cooper Cottage,235954974,Rita,28715,35.52842,-82.67071,Entire home/apt,46,1,157,2/18/2021,6.25,1,294
31511845,Bent Creek Escape,123565952,Mike,28806,35.51061,-82.61268,Private room,90,1,94,2/15/2021,3.71,1,22
31516196,Emily's Cottage,21897312,Frank,28804,35.63076,-82.56291,Entire home/apt,75,30,3,10/24/2020,0.14,1,259
31519951,CHIC MOUNTAIN FOREST GETAWAY - 3 Bdrms,33151095,Tiff,28803,35.51718,-82.47896,Entire home/apt,251,1,39,12/15/2020,1.56,6,100
